Date,Open,High,Low,Close,Adj Close,Volume
7/5/2021,144.8493347,144.8493347,134.9602661,138.0732422,138.0732422,1338245545
7/6/2021,137.9516754,142.7035675,135.9248352,138.9856415,138.9856415,1504907480
7/7/2021,138.9601593,142.9005737,137.1838684,137.3712158,137.3712158,1594183502
7/8/2021,137.5182648,137.672226,128.44664,132.3085022,132.3085022,1654154836
7/9/2021,132.1701202,135.7335358,126.3616486,134.5715942,134.5715942,1578256301
7/10/2021,134.6513367,136.7248077,130.9225006,133.9872894,133.9872894,1301165252
7/11/2021,133.9812622,136.4457245,132.2453003,134.2458344,134.2458344,1267259648
7/12/2021,134.2912445,139.6652679,132.1550293,133.5381317,133.5381317,1658972857
7/13/2021,133.4837341,134.523941,129.7334442,131.3218079,131.3218079,1326935445
7/14/2021,131.3990173,132.3117828,124.2335129,131.0626068,131.0626068,1509497526
7/15/2021,131.1323853,133.0170746,122.3360977,125.4915619,125.4915619,1512389053
7/16/2021,125.6289673,127.7834549,120.7690659,121.0410538,121.0410538,1434977465
7/17/2021,120.9434433,122.8936157,118.0786819,120.0270767,120.0270767,1380666904
7/18/2021,120.0808105,123.9823914,117.3904953,119.5120163,119.5120163,1339676386
7/19/2021,119.384407,120.7329102,111.9856873,113.1648026,113.1648026,1252109735
7/20/2021,113.2403717,114.9382477,104.3258896,107.3994827,107.3994827,1447927552
7/21/2021,107.3342133,118.8583755,105.3712692,117.4598923,117.4598923,1535044626
7/22/2021,117.6324997,121.9077835,115.8165894,120.7357941,120.7357941,1244645331
7/23/2021,120.742012,124.4680252,117.2868729,124.2494125,124.2494125,1105582289
7/24/2021,124.2184753,127.7434769,123.6166916,126.1886749,126.1886749,1149988053
7/25/2021,126.1159363,128.0142975,123.8683167,127.5979767,127.5979767,1152966295
7/26/2021,127.651413,140.2685852,127.1920853,131.3624878,131.3624878,2122247682
7/27/2021,131.2328949,134.9468536,127.6201477,134.6178741,134.6178741,1709997405
7/28/2021,134.7672119,141.8950958,132.9208832,139.8366089,139.8366089,1844085027
7/29/2021,140.2991638,142.8049164,137.1462555,141.3212891,141.3212891,1579482162
7/30/2021,141.4717102,145.7951813,136.2201233,145.7750244,145.7750244,1614166297
7/31/2021,145.6542969,146.5986938,142.0509338,144.9332123,144.9332123,1337306944
8/1/2021,144.5098572,149.697403,138.7718658,140.7355347,140.7355347,1520253711
8/2/2021,140.5424347,145.86026,139.0915527,141.5055084,141.5055084,1446142148
8/3/2021,141.4685059,143.1419983,136.1308594,138.2908478,138.2908478,1337812400
8/4/2021,138.4863129,144.4325104,135.9945526,142.6230469,142.6230469,1391008967
8/5/2021,142.6279144,145.0040588,136.4845734,143.4359741,143.4359741,1601656842
8/6/2021,143.5480042,150.5555725,142.0043182,147.8009491,147.8009491,1830070393
8/7/2021,147.8987579,156.3384247,147.3045197,155.8647766,155.8647766,2107022706
8/8/2021,155.9589539,157.438446,147.3654175,149.8477325,149.8477325,1780747563
8/9/2021,149.818512,170.3860016,145.4442291,166.5163574,166.5163574,2544061454
8/10/2021,166.4677277,168.1738586,159.0792542,165.4604187,165.4604187,2379906344
8/11/2021,165.4086914,176.0188141,164.4050598,170.9359436,170.9359436,2419719473
8/12/2021,170.8792877,179.5705261,161.1070557,165.1310272,165.1310272,2386820701
8/13/2021,165.5117798,184.3039856,164.2828979,183.286087,183.286087,2604958786
8/14/2021,183.3824005,184.9387207,175.7786255,182.7112732,182.7112732,2425228534
8/15/2021,182.9389191,186.3677826,175.6129303,184.9042969,184.9042969,2463135987
8/16/2021,184.776001,188.8373566,176.9904633,178.8544922,178.8544922,2512505149
8/17/2021,178.1526489,184.220932,168.3405762,168.8426361,168.8426361,2207382233
8/18/2021,168.6734314,174.3096619,163.5801697,167.3966064,167.3966064,1933140312
8/19/2021,167.0437622,175.5429382,162.9866943,175.4934082,175.4934082,1886756817
8/20/2021,175.4324951,184.0815582,174.3670197,183.6285248,183.6285248,1821956870
8/21/2021,183.6514587,184.4138184,177.0525055,179.736145,179.736145,1735474978
8/22/2021,179.9074097,189.5882568,179.1482697,186.3130951,186.3130951,2051815458
8/23/2021,186.1323853,191.3826599,183.935257,187.1064301,187.1064301,2033355063
8/24/2021,187.3047485,188.3301392,172.7820282,173.5768127,173.5768127,1968635010
8/25/2021,173.7097321,178.9541779,169.9241333,177.6032257,177.6032257,1766315141
8/26/2021,177.8907013,180.2177277,166.0324097,168.0855865,168.0855865,1967737081
8/27/2021,167.987854,175.9844055,165.3989105,175.9844055,175.9844055,2747733541
8/28/2021,176.12883,177.0063629,171.775116,175.4540863,175.4540863,2197632103
8/29/2021,175.5271912,182.3032074,173.5020447,174.7042236,174.7042236,2336929993
8/30/2021,174.6308136,176.1039886,167.0790863,167.4246674,167.4246674,2322318232
8/31/2021,167.5045929,175.2389069,166.1405945,171.6592255,171.6592255,2252832552
9/1/2021,171.4651794,182.7159119,169.0146179,180.972168,180.972168,2807031001
9/2/2021,180.9563904,187.8860016,179.7144775,183.6172485,183.6172485,2648327451
9/3/2021,183.4348755,217.5174713,180.1070557,212.9659729,212.9659729,5461104943
9/4/2021,212.9648438,225.1100464,208.9357147,212.3584595,212.3584595,4290103830
9/5/2021,211.973526,231.9556732,210.746582,231.3339844,231.3339844,3796951481
9/6/2021,232.1014557,232.1014557,216.6732178,219.5257721,219.5257721,3846416196
9/7/2021,219.5245972,221.4319153,165.842865,178.1143951,178.1143951,4888577997
9/8/2021,178.075943,188.2012329,170.0040436,179.7246704,179.7246704,4614459511
9/9/2021,177.9097443,188.4578552,177.2406158,180.3768005,180.3768005,2895886861
9/10/2021,180.448349,187.1290131,171.5594025,174.2960358,174.2960358,2640894542
9/11/2021,174.3083344,185.7774811,173.7551422,178.6885681,178.6885681,2374798275
9/12/2021,178.6846161,185.9331207,175.5739441,183.2344818,183.2344818,2524354411
9/13/2021,183.2424469,233.0568542,171.3838501,179.4839478,179.4839478,8716460338
9/14/2021,179.553421,187.5938263,176.4999695,183.1390686,183.1390686,3674072759
9/15/2021,183.0461884,191.4980316,180.0424652,189.2394104,189.2394104,2966645617
9/16/2021,189.0293274,194.789856,181.8587952,185.5380707,185.5380707,3890293445
9/17/2021,185.3985291,190.089325,178.4647827,179.684082,179.684082,3490133355
9/18/2021,179.8325806,184.8709869,178.5067444,181.3088684,181.3088684,2288894200
9/19/2021,181.2480316,181.4764557,173.2314301,175.7406006,175.7406006,2265327476
9/20/2021,175.7526093,175.9052734,154.104187,156.4640198,156.4640198,3091999618
9/21/2021,157.2126923,162.0477295,145.474762,148.3898773,148.3898773,2676739911
9/22/2021,148.2411194,161.9007568,145.7730713,161.4120026,161.4120026,2470322802
9/23/2021,161.4930573,164.5155487,157.520752,163.8183441,163.8183441,2168287266
9/24/2021,163.8912811,165.7683258,142.4413147,152.2317352,152.2317352,3002639992
9/25/2021,152.2276459,155.5285034,149.2789307,151.1814575,151.1814575,2780149595
9/26/2021,151.1856232,153.4053497,142.5474548,150.6408691,150.6408691,3285914022
9/27/2021,150.8632507,154.8250427,145.2765198,145.3495789,145.3495789,2675737537
9/28/2021,145.2202606,148.447052,140.3708954,140.5971222,140.5971222,2716268316
9/29/2021,140.6720123,149.6635284,140.1451569,144.9186249,144.9186249,2611872987
9/30/2021,144.8537598,154.1971283,144.1713409,153.147995,153.147995,2490894083
10/1/2021,153.2936554,168.0057068,151.5926514,166.1322021,166.1322021,3075986940
10/2/2021,166.2122498,172.6345215,164.8001404,169.2589264,169.2589264,2954252473
10/3/2021,169.1682587,174.6952209,166.1136475,170.6099701,170.6099701,3020051826
10/4/2021,170.6024017,170.759079,162.3450317,167.5401459,167.5401459,2809356425
10/5/2021,167.5391541,175.2327728,166.9214935,173.8910828,173.8910828,2779608244
10/6/2021,173.8947601,182.7165985,164.3927307,178.7056732,178.7056732,3434445937
10/7/2021,178.683075,186.7002869,173.7651215,178.7717285,178.7717285,3653828647
10/8/2021,178.6139832,182.8628387,174.971405,175.9723816,175.9723816,3235639420
10/9/2021,175.8391571,182.5896454,175.0626221,179.6586609,179.6586609,3261336754
10/10/2021,179.7790527,183.83078,174.6259766,175.318573,175.318573,2933958270
10/11/2021,175.1095276,185.0825043,173.7331085,179.4260559,179.4260559,3155773236
10/12/2021,179.4472809,179.4472809,167.4448395,172.79776,172.79776,3014739916
10/13/2021,172.6550903,179.4391022,168.0247955,177.6283264,177.6283264,2648806965
10/14/2021,177.5444946,185.9150696,177.1639099,180.1183929,180.1183929,2669021002
10/15/2021,181.0002136,192.3647614,176.9495697,188.8141327,188.8141327,3361284929
10/16/2021,189.4983063,192.1717834,185.430481,186.1893005,186.1893005,2812657145
10/17/2021,186.0299683,187.7972107,178.024353,183.7305298,183.7305298,2557228667
10/18/2021,183.8011475,187.1116486,179.2303772,185.5567474,185.5567474,2735635061
10/19/2021,185.6239014,191.0538635,183.9536896,188.9398193,188.9398193,2468334299
10/20/2021,188.8672485,208.8333588,185.981781,206.8707886,206.8707886,2998361011
10/21/2021,207.3284454,214.0215759,196.402298,196.8691864,196.8691864,2819160222
10/22/2021,196.9450073,201.3195953,188.5303345,190.8222809,190.8222809,2250306566
10/23/2021,190.9888306,197.4452972,189.3758392,196.3095093,196.3095093,1909421304
10/24/2021,196.4618073,199.4508057,185.7188721,190.9056854,190.9056854,1964457059
10/25/2021,190.5706482,197.3959503,189.8756256,195.2995605,195.2995605,2117515772
10/26/2021,195.3643341,198.9765778,190.9718323,197.4688721,197.4688721,2152699224
10/27/2021,197.5517883,204.6524506,174.1133423,179.3341217,179.3341217,3305908613
10/28/2021,179.3286285,194.4109497,178.4294434,189.9776306,189.9776306,2629059101
10/29/2021,189.9092712,197.9019165,188.7978363,196.3447113,196.3447113,2323635618
10/30/2021,196.4240265,197.0265198,188.0163574,190.4823456,190.4823456,2152582091
10/31/2021,190.4438477,194.9322357,187.3317108,191.8163757,191.8163757,2072793808
11/1/2021,192.0450287,200.4914398,188.3896484,197.5549927,197.5549927,2301982951
11/2/2021,197.6256714,204.2415619,195.2384033,200.7246857,200.7246857,2197205823
11/3/2021,200.7189331,209.0232849,197.8549347,207.1101379,207.1101379,2526891232
11/4/2021,207.2830963,207.2830963,197.3330536,202.9679871,202.9679871,2297111488
11/5/2021,202.9518433,203.2391663,197.1323547,199.5379333,199.5379333,1691201016
11/6/2021,199.2980042,201.1033936,191.8358765,197.8663635,197.8663635,1562585003
11/7/2021,197.8972626,202.4279022,197.354599,202.0513153,202.0513153,1368484091
11/8/2021,202.3023529,229.4804077,202.3023529,228.6961975,228.6961975,3069524134
11/9/2021,228.8766785,274.2775269,227.1016998,262.9067078,262.9067078,7006560647
11/10/2021,262.1584167,294.5628662,254.387207,261.26297,261.26297,7776726430
11/11/2021,260.8917542,273.7519226,251.6054077,263.0867004,263.0867004,3957519255
11/12/2021,262.605072,281.9473877,244.2483521,251.5583649,251.5583649,4974432912
11/13/2021,251.1933899,263.6808167,245.507431,258.0932007,258.0932007,2964986959
11/14/2021,257.9888,279.2216797,249.1079865,278.0075073,278.0075073,3230589098
11/15/2021,279.2409363,280.728241,259.9883728,262.7633972,262.7633972,2797322397
11/16/2021,263.3050537,263.3050537,224.916748,230.5994263,230.5994263,4031751969
11/17/2021,230.6438293,234.970871,221.8470306,229.5041046,229.5041046,2863410681
11/18/2021,229.7530365,232.0609131,200.6880188,204.4229126,204.4229126,3104667090
11/19/2021,204.151947,220.9471588,200.107254,218.1385803,218.1385803,2357308403
11/20/2021,218.1188354,227.6188354,213.7938843,227.0796051,227.0796051,2134869389
11/21/2021,226.9408417,230.3231659,220.0584412,221.7719421,221.7719421,1787880756
11/22/2021,221.7183838,221.8292084,205.9105377,209.15802,209.15802,2030965166
11/23/2021,209.313446,218.4258423,205.9169617,216.3889771,216.3889771,1944651936
11/24/2021,216.3625336,217.8410797,206.516922,209.8065948,209.8065948,1884041986
11/25/2021,212.2334595,229.6452026,210.9241028,215.6349792,215.6349792,1953190727
11/26/2021,222.9103699,224.8620148,190.8467102,194.874649,194.874649,2690646017
11/27/2021,195.5578613,200.845459,191.1983032,195.1744232,195.1744232,1406618152
11/28/2021,195.4145966,199.8712158,184.1060333,199.3542175,199.3542175,1712282909
11/29/2021,199.5909882,209.291626,195.7545624,205.8702087,205.8702087,1784850980
11/30/2021,205.7330475,218.3396454,198.1462555,208.0145416,208.0145416,2122547294
12/1/2021,207.6366119,217.5063324,205.805603,208.9712524,208.9712524,1739548260
12/2/2021,208.8951416,209.8877411,200.5944977,203.489624,203.489624,1523272322
12/3/2021,203.5683594,207.6363068,182.541748,188.0997162,188.0997162,1805361744
12/4/2021,188.3485565,189.431015,132.0542908,163.0527039,163.0527039,3667491155
12/5/2021,162.9572449,165.0178833,149.2733917,156.40979,156.40979,1952282406
12/6/2021,156.5113525,164.3085632,141.7730408,161.8865204,161.8865204,1959778935
12/7/2021,161.7837524,165.4556885,158.7060852,162.2928619,162.2928619,1510598217
12/8/2021,162.0422211,169.3558655,156.8856659,165.223465,165.223465,1705972971
12/9/2021,164.9592743,166.9373322,151.7953033,151.7953033,151.7953033,1373978010
12/10/2021,151.7544403,159.7127991,148.2205353,148.5982971,148.5982971,1344733451
12/11/2021,148.7419586,159.4130096,146.4954681,158.0419159,158.0419159,1207041548
12/12/2021,157.9253387,162.4850159,153.6103516,159.2039642,159.2039642,870576845
12/13/2021,159.3544312,160.0882111,143.1669464,144.5359039,144.5359039,1097150357
12/14/2021,144.6220551,151.6330566,143.4225769,146.0780029,146.0780029,1150775410
12/15/2021,150.6112976,154.8632202,142.0965576,153.5154114,153.5154114,1356025651
12/16/2021,153.510849,156.6161041,148.7108307,148.9417267,148.9417267,1001741958
12/17/2021,148.9803772,150.348465,142.0257263,144.3384094,144.3384094,973529667
12/18/2021,144.2647858,150.2078857,143.1731873,148.8014069,148.8014069,782184567
12/19/2021,148.7104797,160.164978,147.8918457,153.0776367,153.0776367,1587190278
12/20/2021,153.2604828,157.3035736,145.535553,152.6286774,152.6286774,1590290392
12/21/2021,152.5056152,156.410202,149.4519196,154.9270935,154.9270935,1053723085
12/22/2021,155.0339813,159.980835,153.3702087,155.4674988,155.4674988,1111879486
12/23/2021,155.5389404,165.081543,153.5814819,163.4494934,163.4494934,1337153835
12/24/2021,163.552475,166.6923981,160.6720123,161.4210358,161.4210358,1085980228
12/25/2021,161.4908295,163.6991577,157.7855988,157.7855988,157.7855988,959492046
12/26/2021,157.7737122,158.3427734,153.3329773,155.9923401,155.9923401,1248012717
12/27/2021,155.8849945,161.0807037,154.7336426,155.8812256,155.8812256,1057977478
12/28/2021,155.9820709,155.9820709,145.1767426,145.8868713,145.8868713,1315031071
12/29/2021,145.9368134,150.6093445,144.5751953,145.512619,145.512619,1081715291
12/30/2021,145.5857086,149.8709259,143.2379303,148.2860107,148.2860107,838034968
12/31/2021,148.2095337,152.2516937,144.5597382,146.51474,146.51474,1051011688
1/1/2022,146.5368652,150.7519989,146.4569397,150.6974335,150.6974335,691648227
1/2/2022,150.6853027,152.9360352,148.6631012,151.2554932,151.2554932,680239631
1/3/2022,151.2633972,151.2633972,146.6741943,148.4615936,148.4615936,755658603
1/4/2022,148.4677734,151.3320618,146.5630646,146.8122864,146.8122864,789511706
1/5/2022,146.8112946,149.5452271,132.1007538,136.0891113,136.0891113,1304198400
1/6/2022,136.0773163,137.7505341,133.3151398,136.5037842,136.5037842,1136595284
1/7/2022,136.4918671,136.5257721,128.0809021,131.4884491,131.4884491,1364180297
1/8/2022,131.4948425,134.6291504,126.7475891,130.1374817,130.1374817,1002118315
1/9/2022,130.1373444,132.4771729,128.8087769,131.2983246,131.2983246,710682825
1/10/2022,131.3038788,131.5153198,122.628685,126.8338242,126.8338242,1097888042
1/11/2022,126.8260498,133.2066803,126.28759,131.5449829,131.5449829,834900749
1/12/2022,131.5546875,141.7401276,131.2728119,141.7371979,141.7371979,881585292
1/13/2022,141.7368622,142.0492401,135.3616943,136.6365204,136.6365204,886433982
1/14/2022,136.6469269,146.0211945,136.3630219,144.7249146,144.7249146,1204657825
1/15/2022,144.7202454,149.9214478,144.4579468,147.9374084,147.9374084,1001838786
1/16/2022,147.9322662,148.7802887,144.2544708,146.5332031,146.5332031,756580688
1/17/2022,146.5348358,153.1428833,145.1701813,151.6672668,151.6672668,1608309071
1/18/2022,151.6539001,152.9021301,139.5191498,141.8907623,141.8907623,1278790664
1/19/2022,141.8882599,142.826355,133.7379761,136.9167023,136.9167023,926249070
1/20/2022,136.8967743,142.531723,130.3611908,130.3650055,130.3650055,706911161
1/21/2022,130.3922882,130.824646,112.4258804,114.3918686,114.3918686,1680709016
1/22/2022,114.4232407,116.6790924,99.76100922,108.4284973,108.4284973,2098519931
1/23/2022,108.4621964,112.394455,106.5994186,112.0895081,112.0895081,1135598050
1/24/2022,112.1008148,112.1946716,98.66522217,109.5915985,109.5915985,1645918728
1/25/2022,109.5924759,109.6823425,106.3394241,108.0663757,108.0663757,909091096
1/26/2022,108.0623016,115.7830048,105.8499832,107.2821808,107.2821808,1064088735
1/27/2022,107.2613602,109.4689865,103.7843933,106.9535141,106.9535141,825647673
1/28/2022,106.9274826,109.839325,105.8187332,109.4327316,109.4327316,683706404
1/29/2022,109.4311981,111.8540649,108.3124847,110.8236771,110.8236771,592402655
1/30/2022,110.8300247,112.0427246,107.720047,108.7998581,108.7998581,537737428
1/31/2022,108.7991714,110.9894028,105.0200729,109.5876999,109.5876999,691404381
2/1/2022,109.5894394,116.3658218,108.6644135,115.4020004,115.4020004,824048434
2/2/2022,115.4045029,115.8822632,108.4369965,108.5560226,108.5560226,743395485
2/3/2022,108.5346527,110.2870026,106.4179688,110.2870026,110.2870026,683428425
2/4/2022,110.2910995,120.9222107,109.0049896,120.9180374,120.9180374,953726676
2/5/2022,120.9232941,123.3948822,119.2457047,121.9167404,121.9167404,736360985
2/6/2022,121.9193497,127.4455032,121.4271545,127.4455032,127.4455032,782675364
2/7/2022,127.4446564,139.2433929,125.5607071,137.1073914,137.1073914,1131143500
