Date,Open,High,Low,Close,Adj Close,Volume
7/5/2021,35284.34375,35284.34375,33213.66016,33746.00391,33746.00391,26721554282
7/6/2021,33723.50781,35038.53516,33599.91797,34235.19531,34235.19531,26501259870
7/7/2021,34225.67969,34997.66406,33839.28906,33855.32813,33855.32813,24796027477
7/8/2021,33889.60547,33907.90625,32133.18359,32877.37109,32877.37109,29910396946
7/9/2021,32861.67188,34042.29297,32318.88086,33798.01172,33798.01172,27436021028
7/10/2021,33811.24219,34209.07031,33116.01172,33520.51953,33520.51953,22971873468
7/11/2021,33509.07813,34584.70313,33346.73828,34240.1875,34240.1875,20108729370
7/12/2021,34254.01563,34592.15625,32697.30859,33155.84766,33155.84766,24321499537
7/13/2021,33125.46875,33327.10156,32261.41992,32702.02539,32702.02539,19120856669
7/14/2021,32723.8457,33061.39844,31639.125,32822.34766,32822.34766,21376531210
7/15/2021,32827.875,33159.64063,31175.70898,31780.73047,31780.73047,21300524237
7/16/2021,31841.55078,32218.40625,31100.67383,31421.53906,31421.53906,23699476918
7/17/2021,31397.30859,31935.94531,31223.99023,31533.06836,31533.06836,18895018942
7/18/2021,31533.88477,32398.99609,31215.49219,31796.81055,31796.81055,18787986667
7/19/2021,31800.01172,31885.85938,30563.73438,30817.83203,30817.83203,20434789545
7/20/2021,30838.28516,31006.1875,29360.95508,29807.34766,29807.34766,23148267245
7/21/2021,29796.28516,32752.32617,29526.18359,32110.69336,32110.69336,28203024559
7/22/2021,32138.87305,32576.40039,31745.29883,32313.10547,32313.10547,19555230518
7/23/2021,32305.95898,33581.55078,32057.89258,33581.55078,33581.55078,22552046192
7/24/2021,33593.73047,34490.39063,33424.85938,34292.44531,34292.44531,21664706865
7/25/2021,34290.29297,35364.92578,33881.83594,35350.1875,35350.1875,20856685287
7/26/2021,35384.03125,40499.67578,35287.3125,37337.53516,37337.53516,51022126212
7/27/2021,37276.03516,39406.94141,36441.72656,39406.94141,39406.94141,35097370560
7/28/2021,39503.1875,40816.07031,38862.4375,39995.90625,39995.90625,38702404695
7/29/2021,39995.45313,40593.07031,39352.05859,40008.42188,40008.42188,27167146027
7/30/2021,40027.48438,42235.54688,38397.35547,42235.54688,42235.54688,33072782960
7/31/2021,42196.30469,42231.44922,41110.83203,41626.19531,41626.19531,25802845343
8/1/2021,41460.84375,42541.67969,39540.94141,39974.89453,39974.89453,26688438115
8/2/2021,39907.26172,40419.17969,38746.34766,39201.94531,39201.94531,25595265436
8/3/2021,39178.40234,39750.03125,37782.05078,38152.98047,38152.98047,26189830450
8/4/2021,38213.33203,39952.29688,37589.16406,39747.50391,39747.50391,25372562724
8/5/2021,39744.51563,41341.93359,37458.00391,40869.55469,40869.55469,35185031017
8/6/2021,40865.86719,43271.66016,39932.17969,42816.5,42816.5,38226483046
8/7/2021,42832.79688,44689.85938,42618.56641,44555.80078,44555.80078,40030862141
8/8/2021,44574.4375,45282.35156,43331.91016,43798.11719,43798.11719,36302664750
8/9/2021,43791.92578,46456.83203,42848.6875,46365.40234,46365.40234,38734079049
8/10/2021,46280.84766,46637.98828,44705.55469,45585.03125,45585.03125,33546019517
8/11/2021,45599.70313,46735.63281,45351.71094,45593.63672,45593.63672,34319709073
8/12/2021,45576.87891,46228.91016,43861.44531,44428.28906,44428.28906,33723620826
8/13/2021,44439.69141,47831.97656,44282.41797,47793.32031,47793.32031,31744259539
8/14/2021,47810.6875,48098.68359,46177.63281,47096.94531,47096.94531,31211354442
8/15/2021,47096.66797,47357.10547,45579.58984,47047.00391,47047.00391,30988958446
8/16/2021,47019.96094,47998.09766,45700.32031,46004.48438,46004.48438,32776876610
8/17/2021,45936.45703,47139.57031,44512.41797,44695.35938,44695.35938,33451362600
8/18/2021,44686.75,45952.0625,44364.02734,44801.1875,44801.1875,32194123075
8/19/2021,44741.88281,46970.76172,43998.31641,46717.57813,46717.57813,37204312299
8/20/2021,46723.12109,49342.15234,46650.70703,49339.17578,49339.17578,34706867452
8/21/2021,49327.07422,49717.01953,48312.19922,48905.49219,48905.49219,40585205312
8/22/2021,48869.10547,49471.60938,48199.94141,49321.65234,49321.65234,25370975378
8/23/2021,49291.67578,50482.07813,49074.60547,49546.14844,49546.14844,34305053719
8/24/2021,49562.34766,49878.76953,47687.11719,47706.11719,47706.11719,35361168834
8/25/2021,47727.25781,49202.87891,47163.61328,48960.78906,48960.78906,32646349931
8/26/2021,49002.64063,49347.58203,46405.78125,46942.21875,46942.21875,32666549568
